amount,account_age,holder_age,account_balance,transaction_time,entry_type,gender,broswer,avs,cvv,connection_type,card_number,account_type,location,bank,label
5201,1182,46,3719,1,magnetic strip,female,Chrome/41.0.2272.89,n,8938,https,959,debit,Bulawayo,FBC Bank,False
5016,1662,42,3956,6,online,female,Mozilla/5.0,n,6144,http,908,credit,Bindura,CBZ Bank,False
5989,7550,37,2975,4,online,male,Linux x86_64,n,4119,https,164,debit,Harare,Agribank,False
1868,9031,34,1774,2,magnetic strip,female,Chrome/41.0.2272.89,y,2423,https,304,credit,Kwekwe,Steward Bank,False
3248,8538,54,5979,4,online,female,Chrome/41.0.2272.89,n,8561,https,378,debit,Harare,Agribank,False
1088,3899,54,5688,4,chip,female,Chrome/41.0.2272.89,y,2544,https,935,debit,Hwange,Agribank,False
692,2185,25,4478,11,chip,female,Chrome/41.0.2272.89,n,7346,https,763,debit,Bulawayo,CBZ Bank,False
550,9539,42,969,13,magnetic strip,female,Chrome/41.0.2272.89,y,9796,http,319,debit,Harare,FBC Bank,False
3027,2481,57,3042,3,online,female,Chrome/41.0.2272.89,y,4772,http,502,debit,Marondera,CBZ Bank,False
5305,8565,41,5691,3,chip,female,Safari/537.36,y,4424,https,524,credit,Bulawayo,First Capital Bank,False
3187,6497,56,3968,3,magnetic strip,female,Mozilla/5.0,y,1094,http,769,debit,Kwekwe,Steward Bank,False
2772,1547,48,4670,10,magnetic strip,female,Mozilla/5.0,n,3763,https,159,credit,Harare,Agribank,False
5354,7599,54,4377,8,online,male,Chrome/41.0.2272.89,n,2412,http,311,debit,Kwekwe,Agribank,False
5611,7615,40,3775,5,online,female,Safari/537.36,y,8905,https,312,debit,Bindura,CBZ Bank,False
6749,3631,35,5870,8,online,female,Linux x86_64,n,4717,http,951,credit,Bulawayo,Steward Bank,False
8474,2367,32,2072,3,magnetic strip,male,Mozilla/5.0,n,5842,http,148,credit,Bindura,BANC ABC,False
4618,2044,34,3831,13,chip,female,Chrome/41.0.2272.89,n,2125,https,863,credit,Gweru,Agribank,False
3117,3080,44,2146,3,chip,male,Safari/537.36,n,4366,http,418,debit,Harare,CBZ Bank,False
4694,10686,45,939,3,chip,male,Safari/537.36,n,1245,https,705,debit,Marondera,BANC ABC,False
6991,3375,52,3307,8,chip,male,Mozilla/5.0,y,1288,http,131,credit,Bindura,CBZ Bank,False
6191,1728,31,5500,3,chip,male,Safari/537.36,y,9715,http,226,debit,Bulawayo,CBZ Bank,False
5239,10071,48,1734,5,online,male,Mozilla/5.0,y,9251,https,897,debit,Gweru,Agribank,False
6832,702,37,3381,11,online,female,Safari/537.36,n,6311,https,731,debit,Bulawayo,Agribank,False
2651,10865,42,1411,9,magnetic strip,male,Mozilla/5.0,n,6901,https,327,debit,Bulawayo,Agribank,False
7965,9119,48,5704,12,online,female,Mozilla/5.0,n,8501,https,399,debit,Harare,First Capital Bank,False
695,4178,46,3398,1,online,male,Safari/537.36,y,5453,http,298,debit,Marondera,CBZ Bank,False
2741,6706,25,3947,8,magnetic strip,female,lk/41.0.2272.89,n,3811,https,234,credit,Bindura,FBC Bank,False
5100,9000,26,4088,12,chip,female,lk/41.0.2272.89,n,5058,http,234,credit,Bulawayo,CBZ Bank,False
7769,7631,32,2968,12,chip,female,Chrome/41.0.2272.89,n,3282,https,714,credit,Rusape,Agribank,False
7782,8613,47,3539,1,chip,female,Safari/537.36,y,1553,http,342,debit,Bulawayo,CBZ Bank,False
8436,9898,36,5434,13,online,female,Safari/537.36,n,3392,https,392,credit,Bulawayo,BANC ABC,False
7887,6148,49,632,2,chip,female,Mozilla/5.0,y,9521,https,821,credit,Bulawayo,First Capital Bank,False
1708,8743,39,4519,12,chip,female,Mozilla/5.0,y,3385,https,814,credit,Gweru,Agribank,False
2104,4615,54,1192,4,magnetic strip,female,Safari/537.36,n,3336,https,103,debit,Gweru,Agribank,False
3946,10127,25,5516,8,chip,female,Mozilla/5.0,n,4759,http,940,credit,Rusape,First Capital Bank,False
6473,5768,39,5930,13,chip,female,AppleWebKit/537.36,y,4126,https,845,debit,Bulawayo,Agribank,False
8944,10698,49,4976,4,online,female,Mozilla/5.0,n,9309,http,991,credit,Harare,First Capital Bank,False
1182,6358,53,3911,6,online,female,Mozilla/5.0,y,6745,https,958,debit,Rusape,FBC Bank,False
4481,2253,53,1766,6,online,female,Mozilla/5.0,y,6527,https,484,credit,Rusape,CBZ Bank,False
3143,7227,43,5942,7,chip,female,Safari/537.36,y,6016,https,358,debit,Bulawayo,CBZ Bank,False
5359,4861,47,805,3,chip,female,Safari/537.36,n,4577,http,825,debit,Bulawayo,Agribank,False
5059,3560,38,1950,5,chip,female,Mozilla/5.0,n,1176,http,400,debit,Harare,Agribank,False
3817,1606,29,2535,12,chip,female,Safari/537.36,n,5328,http,562,debit,Kwekwe,BANC ABC,False
939,8469,52,4598,8,chip,female,lk/41.0.2272.89,y,8738,https,965,credit,Bulawayo,CBZ Bank,False
1456,8773,48,5290,3,chip,female,Safari/537.36,n,9202,http,306,debit,Harare,CBZ Bank,False
8059,903,34,5693,2,magnetic strip,male,Chrome/41.0.2272.89,y,7851,https,175,credit,Kwekwe,Steward Bank,False
7857,5257,35,121,9,chip,female,Mozilla/5.0,y,7051,http,348,debit,Harare,Agribank,False
6211,2591,56,4316,12,online,female,Safari/537.36,n,1715,http,905,credit,Gweru,BANC ABC,False
705,9297,30,3713,9,online,male,Chrome/41.0.2272.89,n,8583,http,103,debit,Rusape,CBZ Bank,False
2630,7795,40,5480,1,chip,female,Safari/537.36,n,6775,https,929,debit,Bindura,CBZ Bank,False
6609,8876,51,2551,5,online,male,Mozilla/5.0,n,6942,http,248,credit,Hwange,FBC Bank,False
744,10500,57,2899,9,magnetic strip,female,Chrome/41.0.2272.89,y,8802,http,310,debit,Kwekwe,CBZ Bank,False
6974,7668,29,5329,10,chip,female,AppleWebKit/537.36,n,3423,https,522,debit,Bindura,Steward Bank,False
5903,6578,49,2485,10,online,male,Chrome/41.0.2272.89,n,1751,http,270,debit,Kwekwe,First Capital Bank,False
1986,6934,25,627,13,online,male,Chrome/41.0.2272.89,n,7220,https,178,credit,Hwange,First Capital Bank,False
3275,6597,53,1056,2,magnetic strip,female,Chrome/41.0.2272.89,y,2762,http,870,credit,Marondera,Agribank,False
8694,3718,26,5922,10,chip,female,Mozilla/5.0,y,3676,http,681,debit,Hwange,Steward Bank,False
6038,4557,47,1645,5,chip,male,Mozilla/5.0,n,3042,https,667,debit,Harare,FBC Bank,False
1073,2494,57,5150,12,online,female,Safari/537.36,y,8064,http,421,debit,Harare,Agribank,False
5759,2253,57,1485,6,magnetic strip,male,Chrome/41.0.2272.89,n,9231,http,975,debit,Rusape,Agribank,False
2018,6177,40,3049,10,chip,female,Chrome/41.0.2272.89,y,4741,https,279,credit,Harare,CBZ Bank,False
1694,8279,41,5504,9,online,male,Mozilla/5.0,n,2791,http,224,credit,Harare,Steward Bank,False
1266,6606,36,2129,11,magnetic strip,female,Chrome/41.0.2272.89,y,2785,https,165,credit,Gweru,First Capital Bank,False
8979,2153,25,664,7,online,female,Chrome/41.0.2272.89,n,9013,https,828,debit,Harare,First Capital Bank,False
5697,5681,24,1130,7,online,female,Mozilla/5.0,y,1426,http,356,credit,Harare,Agribank,False
1097,3687,31,3226,9,chip,female,Chrome/41.0.2272.89,y,9779,http,195,debit,Bindura,BANC ABC,False
3754,2034,36,3499,9,chip,female,Chrome/41.0.2272.89,y,4293,http,128,debit,Marondera,FBC Bank,False
8101,8986,43,324,1,chip,female,Chrome/41.0.2272.89,y,6791,https,548,debit,Bulawayo,Agribank,False
1217,8142,50,2171,5,online,male,Mozilla/5.0,n,8639,http,413,debit,Bulawayo,Agribank,False
5557,6979,36,1848,1,chip,female,Chrome/41.0.2272.89,y,7517,http,804,debit,Kwekwe,Agribank,False
3138,10776,53,4878,11,online,male,Safari/537.36,y,3078,http,739,debit,Bulawayo,FBC Bank,False
4578,10426,25,2622,4,online,female,Mozilla/5.0,n,2804,http,429,debit,Harare,Agribank,False
4142,9493,45,3925,8,online,male,Linux x86_64,y,1037,http,425,credit,Harare,BANC ABC,False
8526,9207,33,4337,6,chip,female,Chrome/41.0.2272.89,y,9897,http,108,credit,Hwange,Agribank,False
2866,5567,41,4862,7,chip,female,Mozilla/5.0,n,3431,http,618,credit,Bulawayo,BANC ABC,False
5344,5138,57,2721,7,chip,female,Chrome/41.0.2272.89,y,7199,http,683,credit,Marondera,Agribank,False
8373,5821,33,1992,3,online,male,Chrome/41.0.2272.89,y,2342,http,527,debit,Bindura,FBC Bank,False
2239,8612,49,2018,4,online,male,Chrome/41.0.2272.89,y,1860,http,294,debit,Kwekwe,Steward Bank,False
6283,3400,41,273,3,magnetic strip,female,Mozilla/5.0,y,7393,http,473,debit,Gweru,Agribank,False
3207,8459,57,1263,7,magnetic strip,female,Safari/537.36,n,5025,https,113,debit,Bulawayo,Agribank,False
6849,5232,33,4281,5,magnetic strip,female,Chrome/41.0.2272.89,n,8779,http,494,debit,Rusape,Agribank,False
8070,10810,38,5951,2,magnetic strip,male,Safari/537.36,y,4189,http,148,credit,Bulawayo,BANC ABC,False
5070,10142,45,5810,1,online,female,Mozilla/5.0,n,7618,https,678,credit,Bulawayo,Agribank,False
6482,7998,44,4511,1,online,male,Linux x86_64,n,1785,http,456,credit,Bulawayo,Agribank,False
5737,3830,50,3698,4,online,female,Mozilla/5.0,y,6840,https,805,credit,Bindura,Steward Bank,False
1680,6366,49,3826,11,magnetic strip,female,Chrome/41.0.2272.89,n,2469,https,736,credit,Harare,Agribank,False
2757,1700,43,158,11,chip,male,Mozilla/5.0,n,2670,http,686,credit,Gweru,BANC ABC,False
7932,8443,57,2407,9,online,male,AppleWebKit/537.36,y,8781,https,622,credit,Gweru,Steward Bank,False
2165,9418,50,1696,2,online,female,Chrome/41.0.2272.89,y,7164,https,870,debit,Marondera,BANC ABC,False
5932,9599,35,3760,9,magnetic strip,female,AppleWebKit/537.36,y,6260,https,131,debit,Harare,First Capital Bank,False
4681,269,27,3938,9,online,female,Mozilla/5.0,n,2950,http,659,credit,Harare,Agribank,False
7114,9549,40,756,3,magnetic strip,female,Mozilla/5.0,n,4319,https,604,debit,Bindura,FBC Bank,False
1349,10913,34,2652,13,chip,female,Safari/537.36,y,9468,https,668,credit,Harare,First Capital Bank,False
2513,8521,24,4776,2,chip,female,Chrome/41.0.2272.89,n,1337,http,145,debit,Kwekwe,Steward Bank,False
8463,2952,51,3817,1,online,female,Safari/537.36,n,8663,http,435,debit,Harare,First Capital Bank,False
5157,9191,28,2643,4,magnetic strip,male,Chrome/41.0.2272.89,y,6150,http,725,debit,Bindura,CBZ Bank,False
3548,1675,30,1229,7,online,female,Mozilla/5.0,n,6905,http,268,debit,Bindura,First Capital Bank,False
1254,6367,39,5855,12,online,female,Chrome/41.0.2272.89,n,2336,https,609,debit,Bulawayo,Agribank,False
2673,2427,39,5168,13,online,female,Mozilla/5.0,y,1335,http,591,credit,Gweru,Agribank,False
1243,2080,48,3539,10,magnetic strip,female,Safari/537.36,n,4649,https,827,debit,Bindura,Steward Bank,False
1406,2185,25,2694,8,chip,female,Mozilla/5.0,y,3897,http,290,debit,Harare,Agribank,False
6084,9534,31,1544,13,chip,female,Chrome/41.0.2272.89,n,1029,http,943,credit,Harare,Agribank,False
5837,2897,48,4040,4,magnetic strip,female,Chrome/41.0.2272.89,n,3931,https,434,debit,Marondera,FBC Bank,False
2636,10867,44,5754,4,chip,male,Chrome/41.0.2272.89,y,8534,https,653,debit,Harare,Steward Bank,True
4887,1609,29,332,9,magnetic strip,female,Mozilla/5.0,y,7974,https,411,debit,Bulawayo,Agribank,False
1668,9290,27,1903,8,online,male,Chrome/41.0.2272.89,y,6899,http,384,credit,Kwekwe,CBZ Bank,True
4699,4788,57,2947,7,online,female,Linux x86_64,n,5825,http,878,debit,Bulawayo,BANC ABC,False
3198,5461,49,3140,4,online,female,Mozilla/5.0,y,4921,https,350,credit,Harare,Steward Bank,False
3005,1891,53,3679,13,magnetic strip,female,Mozilla/5.0,y,2886,https,157,credit,Bulawayo,FBC Bank,False
8932,8452,41,302,4,chip,female,Mozilla/5.0,n,3936,https,566,credit,Harare,Steward Bank,False
6807,4100,33,4141,2,chip,female,Mozilla/5.0,n,4674,https,664,credit,Bindura,Steward Bank,False
6003,1824,35,1250,7,magnetic strip,female,Mozilla/5.0,y,4121,http,552,credit,Bulawayo,FBC Bank,False
5221,3708,34,617,13,online,female,Chrome/41.0.2272.89,y,3835,http,310,debit,Kwekwe,First Capital Bank,False
633,1510,34,5086,5,magnetic strip,female,Chrome/41.0.2272.89,y,8963,https,895,debit,Bulawayo,First Capital Bank,False
769,6594,40,4193,5,magnetic strip,female,Safari/537.36,n,1902,http,313,debit,Harare,BANC ABC,False
7150,1065,43,4721,4,chip,female,Mozilla/5.0,y,5849,https,862,credit,Harare,FBC Bank,False
3528,1523,26,2644,2,magnetic strip,female,lk/41.0.2272.89,n,7278,https,976,debit,Bindura,Agribank,False
6580,5662,51,5660,10,magnetic strip,male,lk/41.0.2272.89,n,8761,http,326,debit,Rusape,Steward Bank,False
7915,7491,51,4129,1,online,female,Mozilla/5.0,n,4750,http,916,debit,Bulawayo,First Capital Bank,False
3366,2474,45,3607,9,chip,female,Mozilla/5.0,n,8892,https,871,credit,Hwange,Agribank,False
2751,10870,38,3182,9,chip,male,Mozilla/5.0,n,7215,https,507,debit,Kwekwe,Agribank,False
4282,4876,43,2200,8,online,male,AppleWebKit/537.36,y,6945,http,837,credit,Gweru,BANC ABC,True
7934,1594,25,5871,1,online,male,Safari/537.36,n,7261,http,764,debit,Harare,Agribank,True
1161,3455,24,5602,6,magnetic strip,female,Chrome/41.0.2272.89,n,7842,https,512,credit,Bulawayo,First Capital Bank,False
2026,4306,29,2621,12,magnetic strip,female,Linux x86_64,y,7556,https,157,credit,Marondera,First Capital Bank,False
7028,878,24,5752,13,chip,male,Chrome/41.0.2272.89,y,3184,https,159,debit,Harare,First Capital Bank,False
7343,8367,53,5620,13,magnetic strip,male,Chrome/41.0.2272.89,y,3158,http,841,debit,Bulawayo,FBC Bank,False
2138,1611,49,5325,5,chip,female,Mozilla/5.0,y,7328,https,666,credit,Hwange,BANC ABC,False
866,10076,44,5214,7,magnetic strip,female,Chrome/41.0.2272.89,y,1026,https,262,credit,Bulawayo,FBC Bank,False
2329,8236,25,5939,5,chip,male,Chrome/41.0.2272.89,y,7094,https,836,credit,Bulawayo,BANC ABC,False
4398,5318,34,3238,5,online,female,Chrome/41.0.2272.89,y,2662,https,413,credit,Kwekwe,Agribank,False
5070,7558,30,3300,5,online,male,Safari/537.36,n,2560,https,120,debit,Kwekwe,Agribank,False
2051,3513,41,4921,6,online,female,Chrome/41.0.2272.89,n,2427,https,150,debit,Harare,CBZ Bank,False
5742,9125,57,1408,4,magnetic strip,female,Chrome/41.0.2272.89,y,1583,http,637,debit,Kwekwe,Agribank,False
8715,4996,41,4489,5,chip,female,Safari/537.36,n,1340,https,842,debit,Kwekwe,CBZ Bank,False
3533,5032,52,1428,11,online,male,AppleWebKit/537.36,y,6150,https,707,debit,Gweru,First Capital Bank,False
3534,1775,47,667,10,online,female,Safari/537.36,n,6701,http,795,credit,Gweru,FBC Bank,False
2066,9901,40,258,2,magnetic strip,female,AppleWebKit/537.36,y,3244,https,416,debit,Bulawayo,Steward Bank,False
6336,8110,50,1566,9,online,female,AppleWebKit/537.36,y,1964,https,327,credit,Gweru,BANC ABC,False
3754,9911,25,3414,5,online,female,Chrome/41.0.2272.89,n,7424,http,167,debit,Gweru,BANC ABC,False
5548,9198,38,4016,1,online,female,Mozilla/5.0,y,4787,https,376,debit,Kwekwe,Agribank,False
3991,2126,26,5029,13,chip,female,Mozilla/5.0,n,7812,http,727,credit,Harare,CBZ Bank,False
7395,7341,49,526,2,online,female,Mozilla/5.0,n,9484,http,847,debit,Bulawayo,First Capital Bank,False
2719,6131,40,4925,2,online,female,Safari/537.36,y,2943,http,976,credit,Gweru,First Capital Bank,False
2061,201,33,3894,7,chip,female,lk/41.0.2272.89,y,3832,https,357,debit,Harare,Agribank,False
6470,8865,38,3396,7,chip,female,lk/41.0.2272.89,n,3381,http,507,credit,Bulawayo,FBC Bank,False
8520,9031,45,5944,10,online,female,Linux x86_64,y,8990,https,569,credit,Harare,BANC ABC,False
7658,7123,25,5550,5,online,male,Safari/537.36,n,3173,https,550,debit,Harare,Steward Bank,False
1741,2107,36,798,8,chip,female,Safari/537.36,y,2930,https,287,debit,Bulawayo,Agribank,False
7953,8256,40,1084,8,magnetic strip,female,Mozilla/5.0,y,4859,https,963,debit,Bindura,First Capital Bank,False
8351,7063,33,542,9,chip,male,Mozilla/5.0,n,7279,http,589,debit,Kwekwe,Steward Bank,False
5290,4926,53,4961,3,online,female,Mozilla/5.0,n,8084,https,936,debit,Harare,Steward Bank,False
2850,8211,48,574,4,magnetic strip,female,Safari/537.36,n,8973,https,690,credit,Harare,FBC Bank,False
1469,3169,57,5694,6,online,female,Mozilla/5.0,n,3165,https,688,credit,Bulawayo,Agribank,False
5262,5418,28,1973,1,online,male,Safari/537.36,y,2987,https,515,debit,Bulawayo,Agribank,False
5215,9131,26,3222,12,online,female,Mozilla/5.0,n,3497,http,926,debit,Bulawayo,Agribank,False
5266,10180,34,4610,12,magnetic strip,female,Mozilla/5.0,n,8847,http,192,credit,Bindura,Steward Bank,False
918,7496,37,1399,6,chip,male,Mozilla/5.0,n,7133,http,691,debit,Hwange,Steward Bank,False
1427,9459,33,4384,5,chip,male,Chrome/41.0.2272.89,y,5228,http,961,credit,Harare,Agribank,False
7860,9176,47,1009,1,online,female,Chrome/41.0.2272.89,y,7263,http,407,debit,Bulawayo,Agribank,False
3238,10485,27,1212,5,chip,male,Chrome/41.0.2272.89,n,8575,http,256,debit,Rusape,CBZ Bank,False
8400,1659,53,5179,11,online,male,Chrome/41.0.2272.89,y,2490,https,499,debit,Harare,Agribank,False
6394,3212,38,3754,5,online,male,Chrome/41.0.2272.89,n,8961,http,845,debit,Gweru,Agribank,False
7980,8496,27,4189,2,online,female,Chrome/41.0.2272.89,n,5505,https,397,credit,Harare,Agribank,False
3742,9844,54,828,7,online,male,Mozilla/5.0,n,7930,https,312,credit,Kwekwe,Agribank,False
3423,3194,53,4499,9,chip,male,Chrome/41.0.2272.89,y,6951,http,543,debit,Bulawayo,First Capital Bank,False
8428,476,39,222,10,magnetic strip,female,Chrome/41.0.2272.89,n,2874,https,342,debit,Harare,Agribank,False
4320,8120,36,313,8,online,female,Chrome/41.0.2272.89,y,4912,http,605,credit,Harare,FBC Bank,False
1657,2437,47,1575,10,online,female,Mozilla/5.0,n,6204,https,451,debit,Bulawayo,Agribank,False
8478,10319,31,1934,13,magnetic strip,female,Mozilla/5.0,y,2973,http,405,debit,Kwekwe,Agribank,False
1566,10477,49,949,10,online,male,lk/41.0.2272.89,y,5604,http,501,debit,Kwekwe,FBC Bank,False
5373,3014,36,5525,12,online,female,Linux x86_64,n,9621,http,320,credit,Harare,Agribank,False
4958,9871,49,1895,10,online,female,Chrome/41.0.2272.89,n,9623,http,431,credit,Hwange,Agribank,False
4140,3826,45,5204,9,magnetic strip,female,Mozilla/5.0,n,6034,https,123,credit,Harare,Agribank,False
5971,8325,36,2107,8,magnetic strip,male,Chrome/41.0.2272.89,n,8557,http,214,credit,Gweru,CBZ Bank,False
3143,7576,55,2132,13,magnetic strip,female,Chrome/41.0.2272.89,y,1330,http,215,credit,Harare,BANC ABC,False
5148,10500,50,3492,12,online,female,Safari/537.36,y,1058,http,674,credit,Gweru,Steward Bank,False
1067,1065,57,2191,4,chip,male,Chrome/41.0.2272.89,n,6992,http,298,credit,Harare,FBC Bank,False
8604,7199,40,4000,1,online,female,Mozilla/5.0,y,8814,http,542,debit,Bindura,Steward Bank,False
4193,9107,49,5058,12,online,male,Safari/537.36,y,3708,http,673,debit,Bindura,Agribank,False
1538,9323,28,5854,5,online,male,Mozilla/5.0,n,1829,https,290,debit,Harare,First Capital Bank,False
4488,6282,56,3457,8,online,male,Safari/537.36,y,1501,https,708,debit,Hwange,FBC Bank,False
6733,7840,56,2621,4,online,female,Chrome/41.0.2272.89,y,9390,https,352,credit,Hwange,Agribank,False
3812,8286,32,315,5,chip,female,lk/41.0.2272.89,n,1626,https,604,credit,Bulawayo,FBC Bank,False
3554,3062,24,3622,10,online,female,Mozilla/5.0,y,6939,http,774,credit,Kwekwe,Agribank,False
7754,7863,26,577,2,online,female,Safari/537.36,n,9920,http,531,credit,Kwekwe,Agribank,False
8728,7914,36,2425,12,chip,female,Mozilla/5.0,n,1852,http,393,credit,Harare,CBZ Bank,False
7567,10449,46,4379,6,magnetic strip,female,Mozilla/5.0,n,2842,https,798,debit,Harare,Agribank,False
5097,2924,55,4944,5,online,female,Chrome/41.0.2272.89,y,1703,http,480,credit,Bulawayo,BANC ABC,False
7272,4577,29,5870,10,magnetic strip,male,Mozilla/5.0,n,9044,https,675,credit,Gweru,First Capital Bank,False
8511,6235,37,4319,2,online,female,Chrome/41.0.2272.89,n,7576,http,495,debit,Marondera,BANC ABC,False
6252,10018,36,5445,3,online,male,Chrome/41.0.2272.89,n,8695,http,325,debit,Hwange,FBC Bank,False
6606,3718,52,4460,6,online,female,Chrome/41.0.2272.89,y,1681,http,303,credit,Bulawayo,First Capital Bank,False
2523,5427,36,3868,2,chip,female,lk/41.0.2272.89,y,1704,http,550,credit,Harare,Steward Bank,False
2643,7142,43,4991,3,chip,male,Chrome/41.0.2272.89,n,1265,https,827,debit,Bulawayo,FBC Bank,False
2922,2389,51,2564,12,online,female,Chrome/41.0.2272.89,y,7691,https,637,debit,Harare,Agribank,False
1988,9345,56,1628,10,online,male,Safari/537.36,n,3552,http,795,credit,Harare,Agribank,False
4862,5120,25,5140,2,magnetic strip,male,Mozilla/5.0,n,9225,https,943,credit,Kwekwe,First Capital Bank,False
4953,8644,34,5466,9,online,female,Chrome/41.0.2272.89,y,6246,https,304,credit,Bulawayo,Steward Bank,False
1819,7682,24,2352,5,magnetic strip,male,Chrome/41.0.2272.89,n,5779,http,521,debit,Rusape,Agribank,False
2175,6490,32,4519,3,chip,female,Mozilla/5.0,y,6419,http,633,credit,Gweru,CBZ Bank,False
3852,10521,28,4120,10,online,female,Chrome/41.0.2272.89,n,7000,https,228,credit,Harare,FBC Bank,False
5210,6940,56,3299,12,magnetic strip,male,Safari/537.36,n,7822,http,360,debit,Harare,FBC Bank,False
1604,4980,27,3478,9,online,male,Chrome/41.0.2272.89,y,7377,https,660,debit,Bulawayo,BANC ABC,False
5190,1862,48,1487,12,online,male,Mozilla/5.0,n,2392,https,604,credit,Bulawayo,Agribank,False
5323,2608,55,5357,4,online,male,Chrome/41.0.2272.89,y,6320,http,876,credit,Kwekwe,CBZ Bank,False
2954,2528,31,2909,13,online,male,Chrome/41.0.2272.89,n,9978,https,877,debit,Hwange,Agribank,False
4793,3981,54,849,7,chip,male,Mozilla/5.0,n,5615,http,324,credit,Kwekwe,Steward Bank,False
6299,6439,41,5011,3,online,male,Safari/537.36,y,3894,https,626,debit,Bindura,First Capital Bank,False
8556,10800,38,1839,4,magnetic strip,male,Chrome/41.0.2272.89,n,5669,https,607,credit,Bindura,Agribank,False
